geography,med_household_income,unemployed,total_pop,gini,year,geography_str,state_cd
"Congressional District 7 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:07",70645.0,26012.0,736026.0,0.4287,2013,"Congressional District 7 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:07",VA-07
"Congressional District 8 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:08",96201.0,22294.0,741105.0,0.4334,2013,"Congressional District 8 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:08",VA-08
"Congressional District 9 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:09",38940.0,28442.0,723672.0,0.4565,2013,"Congressional District 9 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:09",VA-09
"Congressional District 10 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:10",113376.0,20876.0,751122.0,0.4182,2013,"Congressional District 10 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:10",VA-10
"Congressional District 11 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:11",102826.0,24701.0,746893.0,0.3933,2013,"Congressional District 11 (113th Congress), Virginia: Summary level: 500, state:51> congressional district:11",VA-11
"Congressional District 1 (113th Congress), Washington: Summary level: 500, state:53> congressional district:01",79903.0,28785.0,684234.0,0.4358,2013,"Congressional District 1 (113th Congress), Washington: Summary level: 500, state:53> congressional district:01",WA-01
"Congressional District 2 (113th Congress), Washington: Summary level: 500, state:53> congressional district:02",57911.0,34849.0,678741.0,0.4174,2013,"Congressional District 2 (113th Congress), Washington: Summary level: 500, state:53> congressional district:02",WA-02
"Congressional District 4 (113th Congress), Washington: Summary level: 500, state:53> congressional district:04",49394.0,31289.0,682322.0,0.4285,2013,"Congressional District 4 (113th Congress), Washington: Summary level: 500, state:53> congressional district:04",WA-04
"Congressional District 5 (113th Congress), Washington: Summary level: 500, state:53> congressional district:05",47006.0,30960.0,676586.0,0.4504,2013,"Congressional District 5 (113th Congress), Washington: Summary level: 500, state:53> congressional district:05",WA-05
"Congressional District 7 (113th Congress), Washington: Summary level: 500, state:53> congressional district:07",66890.0,29727.0,686251.0,0.4764,2013,"Congressional District 7 (113th Congress), Washington: Summary level: 500, state:53> congressional district:07",WA-07
"Congressional District 9 (113th Congress), Washington: Summary level: 500, state:53> congressional district:09",64116.0,32340.0,682076.0,0.4635,2013,"Congressional District 9 (113th Congress), Washington: Summary level: 500, state:53> congressional district:09",WA-09
"Congressional District 10 (113th Congress), Washington: Summary level: 500, state:53> congressional district:10",57401.0,35753.0,685310.0,0.4084,2013,"Congressional District 10 (113th Congress), Washington: Summary level: 500, state:53> congressional district:10",WA-10
"Congressional District 2 (113th Congress), West Virginia: Summary level: 500, state:54> congressional district:02",45013.0,26257.0,622552.0,0.4572,2013,"Congressional District 2 (113th Congress), West Virginia: Summary level: 500, state:54> congressional district:02",WV-02
"Congressional District 4 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:04",38617.0,45710.0,712768.0,0.4717,2013,"Congressional District 4 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:04",WI-04
"Congressional District 5 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:05",62875.0,25714.0,713484.0,0.4268,2013,"Congressional District 5 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:05",WI-05
"Congressional District 6 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:06",53249.0,26717.0,711216.0,0.4302,2013,"Congressional District 6 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:06",WI-06
"Congressional District 7 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:07",47986.0,28516.0,710298.0,0.4294,2013,"Congressional District 7 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:07",WI-07
"Congressional District 1 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:01",58937.0,34270.0,712056.0,0.4243,2013,"Congressional District 1 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:01",WI-01
"Congressional District 3 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:03",48779.0,25516.0,712838.0,0.4187,2013,"Congressional District 3 (113th Congress), Wisconsin: Summary level: 500, state:55> congressional district:03",WI-03
"Congressional District 1 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:01",51730.0,37511.0,721708.0,0.4871,2013,"Congressional District 1 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:01",OH-01
"Congressional District 2 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:02",51133.0,35248.0,723706.0,0.4708,2013,"Congressional District 2 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:02",OH-02
"Congressional District 6 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:06",41606.0,32205.0,717868.0,0.436,2013,"Congressional District 6 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:06",OH-06
"Congressional District 8 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:08",51387.0,34617.0,721860.0,0.4296,2013,"Congressional District 8 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:08",OH-08
"Congressional District 10 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:10",46000.0,38663.0,723247.0,0.4609,2013,"Congressional District 10 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:10",OH-10
"Congressional District 13 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:13",41627.0,41376.0,722210.0,0.44,2013,"Congressional District 13 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:13",OH-13
"Congressional District 15 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:15",54280.0,30573.0,730666.0,0.4393,2013,"Congressional District 15 (113th Congress), Ohio: Summary level: 500, state:39> congressional district:15",OH-15
"Congressional District 1 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:01",40057.0,53070.0,747568.0,0.4771,2013,"Congressional District 1 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:01",MO-01
"Congressional District 3 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:03",54625.0,32096.0,753878.0,0.4055,2013,"Congressional District 3 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:03",MO-03
"Congressional District 6 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:06",52500.0,25245.0,751467.0,0.4333,2013,"Congressional District 6 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:06",MO-06
"Congressional District 8 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:08",37824.0,32330.0,746986.0,0.4439,2013,"Congressional District 8 (113th Congress), Missouri: Summary level: 500, state:29> congressional district:08",MO-08
"Congressional District 1 (113th Congress), Nevada: Summary level: 500, state:32> congressional district:01",40250.0,53449.0,663227.0,0.454,2013,"Congressional District 1 (113th Congress), Nevada: Summary level: 500, state:32> congressional district:01",NV-01
"Congressional District 4 (113th Congress), Nevada: Summary level: 500, state:32> congressional district:04",53479.0,43270.0,686373.0,0.4227,2013,"Congressional District 4 (113th Congress), Nevada: Summary level: 500, state:32> congressional district:04",NV-04
"Congressional District 8 (113th Congress), New Jersey: Summary level: 500, state:34> congressional district:08",53583.0,48077.0,744775.0,0.4924,2013,"Congressional District 8 (113th Congress), New Jersey: Summary level: 500, state:34> congressional district:08",NJ-08
"Congressional District 11 (113th Congress), New Jersey: Summary level: 500, state:34> congressional district:11",100133.0,31582.0,735532.0,0.4468,2013,"Congressional District 11 (113th Congress), New Jersey: Summary level: 500, state:34> congressional district:11",NJ-11
"Congressional District 1 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:01",42982.0,37376.0,705497.0,0.442,2013,"Congressional District 1 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:01",MI-01
"Congressional District 2 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:02",47778.0,39493.0,709220.0,0.4235,2013,"Congressional District 2 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:02",MI-02
"Congressional District 3 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:03",50372.0,38932.0,710613.0,0.4502,2013,"Congressional District 3 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:03",MI-03
"Congressional District 4 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:04",43670.0,39740.0,704169.0,0.4447,2013,"Congressional District 4 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:04",MI-04
"Congressional District 5 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:05",41268.0,48671.0,700582.0,0.4466,2013,"Congressional District 5 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:05",MI-05
"Congressional District 6 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:06",46042.0,40640.0,707787.0,0.4512,2013,"Congressional District 6 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:06",MI-06
"Congressional District 8 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:08",62000.0,37793.0,709288.0,0.4443,2013,"Congressional District 8 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:08",MI-08
"Congressional District 9 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:09",50731.0,46598.0,709794.0,0.4565,2013,"Congressional District 9 (113th Congress), Michigan: Summary level: 500, state:26> congressional district:09",MI-09
